transaction_id,customer_id,transaction_date,channel,store_id,payment_method,n_items,total_units,gross_amount,discount_amount,net_amount,is_return
T240232,C11841,2026-07-22,Mobile App,ONLINE,Credit Card,2,4,1285.48,0.0,1285.48,0
T240233,C11841,2026-07-27,In-Store,ST020,Cash,2,3,246.49,0.0,246.49,0
T240234,C11841,2026-07-29,Mobile App,ONLINE,Credit Card,3,7,1706.71,0.0,1706.71,0
T240235,C11842,2025-02-06,In-Store,ST008,Mobile Banking,6,13,2949.47,0.0,2949.47,0
T240236,C11842,2025-02-14,Mobile App,ONLINE,Mobile Banking,12,24,4538.78,227.85,4310.93,0
T240237,C11842,2025-02-19,In-Store,ST021,e-Wallet,9,19,4486.3,171.4,4314.9,0
T240238,C11842,2025-02-25,In-Store,ST010,Mobile Banking,6,9,1559.75,0.0,1559.75,0
T240239,C11842,2025-03-01,In-Store,ST017,Mobile Banking,7,16,2586.42,0.0,2586.42,0
T240240,C11842,2025-03-09,Online Web,ONLINE,Mobile Banking,13,21,5216.77,0.0,5216.77,0
T240241,C11842,2025-03-13,In-Store,ST003,Credit Card,12,19,3533.84,79.82,3454.02,0
T240242,C11842,2025-03-26,Online Web,ONLINE,Credit Card,13,21,5181.1,60.07,5121.03,0
T240243,C11842,2025-04-02,In-Store,ST025,e-Wallet,9,21,2526.43,110.3,2416.13,0
T240244,C11842,2025-04-09,In-Store,ST021,Mobile Banking,12,21,3217.61,21.54,3196.07,0
T240245,C11842,2025-04-10,In-Store,ST006,Mobile Banking,9,19,3435.23,0.0,3435.23,0
T240246,C11842,2025-04-13,In-Store,ST019,Credit Card,11,27,6848.02,0.0,6848.02,0
T240247,C11842,2025-04-19,In-Store,ST007,Cash,9,19,5243.45,12.92,5230.53,0
T240248,C11842,2025-04-22,In-Store,ST024,Mobile Banking,6,11,1678.45,77.49,1600.96,0
T240249,C11842,2025-05-22,In-Store,ST008,Credit Card,7,18,2731.88,294.59,2437.29,0
T240250,C11842,2025-05-23,In-Store,ST007,Credit Card,10,13,2247.13,0.0,2247.13,0
T240251,C11842,2025-05-30,In-Store,ST021,Credit Card,12,19,3315.76,0.0,3315.76,0
T240252,C11842,2025-05-31,In-Store,ST004,Credit Card,12,23,7537.55,0.0,7537.55,0
T240253,C11842,2025-06-07,In-Store,ST007,Mobile Banking,12,25,6052.95,958.8799999999999,5094.07,0
T240254,C11842,2025-06-10,In-Store,ST007,Credit Card,12,27,2503.02,0.0,2503.02,0
T240255,C11842,2025-06-17,In-Store,ST008,Cash,11,15,2943.73,83.45,2860.28,0
T240256,C11842,2025-06-18,Online Web,ONLINE,Credit Card,6,7,1506.28,0.0,1506.28,0
T240257,C11842,2025-07-06,In-Store,ST020,Cash,6,14,8754.86,1653.72,7101.14,0
T240258,C11842,2025-07-19,In-Store,ST023,e-Wallet,8,17,2563.32,13.37,2549.95,0
T240259,C11842,2025-07-24,In-Store,ST014,Cash,15,29,7904.71,6.95,7897.76,0
T240260,C11842,2025-08-01,In-Store,ST008,Cash,10,19,6002.34,0.0,6002.34,0
T240261,C11842,2025-08-02,In-Store,ST001,Credit Card,10,19,2322.11,85.19,2236.92,0
T240262,C11842,2025-08-09,Online Web,ONLINE,Credit Card,10,19,2842.83,135.68,2707.15,0
T240263,C11842,2025-08-13,Online Web,ONLINE,Credit Card,10,21,2925.98,63.75,2862.23,0
T240264,C11842,2025-08-15,In-Store,ST019,Cash,10,18,2115.0,62.89,2052.11,0
T240265,C11842,2025-08-30,In-Store,ST001,Mobile Banking,10,14,2773.21,9.58,2763.63,0
T240266,C11842,2025-09-08,In-Store,ST018,Credit Card,7,8,1577.62,160.86,1416.76,0
T240267,C11842,2025-09-16,In-Store,ST007,Mobile Banking,10,18,2628.2,59.849999999999994,2568.35,0
T240268,C11842,2025-09-17,In-Store,ST005,Credit Card,5,12,3643.54,36.77,3606.77,0
T240269,C11842,2025-09-18,Mobile App,ONLINE,Mobile Banking,12,19,3651.53,22.8,3628.73,0
T240270,C11842,2025-09-22,In-Store,ST002,Cash,8,14,4565.08,171.09,4393.99,0
T240271,C11842,2025-09-23,In-Store,ST007,Cash,14,21,6030.94,51.59,5979.35,0
T240272,C11842,2025-10-27,Online Web,ONLINE,Credit Card,12,19,2611.77,0.0,2611.77,0
T240273,C11842,2025-11-01,In-Store,ST002,Credit Card,8,15,3451.14,0.0,3451.14,0
T240274,C11842,2025-11-07,Online Web,ONLINE,Mobile Banking,10,26,2855.9,0.0,2855.9,0
T240275,C11842,2025-11-25,In-Store,ST006,e-Wallet,6,10,1358.34,22.55,1335.79,0
T240276,C11842,2025-12-02,In-Store,ST020,e-Wallet,10,20,5960.7,9.31,5951.39,0
T240277,C11842,2025-12-04,Mobile App,ONLINE,Mobile Banking,6,13,3147.36,0.0,3147.36,0
T240278,C11842,2025-12-05,In-Store,ST020,Mobile Banking,12,26,4421.65,0.0,4421.65,0
T240279,C11842,2025-12-06,In-Store,ST025,Credit Card,9,15,2365.28,0.0,2365.28,0
T240280,C11842,2026-01-09,In-Store,ST019,Mobile Banking,12,23,5584.29,23.71,5560.58,0
T240281,C11842,2026-01-11,In-Store,ST003,e-Wallet,13,21,8152.26,48.29,8103.97,0
T240282,C11842,2026-01-15,In-Store,ST001,Credit Card,9,12,1999.43,166.05,1833.38,0
T240283,C11842,2026-01-18,Mobile App,ONLINE,Credit Card,8,15,2300.04,19.18,2280.86,0
T240284,C11842,2026-01-26,In-Store,ST025,Cash,8,19,3611.28,22.66,3588.62,0
T240285,C11842,2026-02-19,In-Store,ST021,Cash,12,18,4357.38,12.97,4344.41,0
T240286,C11842,2026-04-03,In-Store,ST002,e-Wallet,9,16,6239.39,332.08000000000004,5907.31,0
T240287,C11842,2026-04-07,In-Store,ST001,Credit Card,5,13,2296.9,0.0,2296.9,0
T240288,C11842,2026-04-09,Online Web,ONLINE,e-Wallet,10,17,4400.19,0.0,4400.19,0
T240289,C11842,2026-04-10,In-Store,ST023,Mobile Banking,12,22,3180.26,50.17,3130.09,0
T240290,C11842,2026-04-11,In-Store,ST025,Cash,7,13,2023.44,0.0,2023.44,0
T240291,C11842,2026-04-12,In-Store,ST021,Credit Card,14,34,6362.29,155.32,6206.97,0
T240292,C11842,2026-04-19,In-Store,ST021,Mobile Banking,11,19,4228.9,50.81,4178.09,0
T240293,C11842,2026-04-29,In-Store,ST009,e-Wallet,12,25,2704.89,68.42,2636.47,0
T240294,C11842,2026-05-09,In-Store,ST009,Cash,11,18,5000.59,54.83,4945.76,0
T240295,C11842,2026-05-18,In-Store,ST024,Credit Card,9,17,3013.36,176.78,2836.58,0
T240296,C11842,2026-05-28,In-Store,ST016,Mobile Banking,12,23,3794.7,157.28,3637.42,0
T240297,C11842,2026-05-29,In-Store,ST002,Cash,6,10,1015.16,0.0,1015.16,0
T240298,C11842,2026-06-03,In-Store,ST015,e-Wallet,12,20,3605.82,79.97,3525.85,0
T240299,C11842,2026-06-21,In-Store,ST008,Credit Card,12,20,4129.97,155.76999999999998,3974.2,0
T240300,C11842,2026-07-03,In-Store,ST004,Cash,14,23,4966.21,374.49,4591.72,0
T240301,C11842,2026-07-08,In-Store,ST008,Cash,9,18,5562.56,27.22,5535.34,0
T240302,C11842,2026-07-14,In-Store,ST019,Cash,7,9,3221.22,0.0,3221.22,0
T240303,C11842,2026-07-18,Mobile App,ONLINE,e-Wallet,9,17,2879.65,0.0,2879.65,0
T240304,C11842,2026-07-21,Mobile App,ONLINE,Mobile Banking,8,14,3282.54,407.51,2875.03,0
T240305,C11842,2026-07-31,In-Store,ST021,Mobile Banking,12,18,3804.84,68.1,3736.74,0
T240306,C11842,2026-08-04,Mobile App,ONLINE,Credit Card,9,15,3293.56,67.6,3225.96,0
T240307,C11842,2026-08-29,In-Store,ST019,Cash,14,34,4847.37,38.87,4808.5,0
T240308,C11843,2024-11-02,Online Web,ONLINE,Credit Card,5,10,2344.13,0.0,2344.13,0
T240309,C11843,2024-11-07,In-Store,ST006,Credit Card,6,13,1758.7,95.54,1663.16,0
T240310,C11843,2024-11-19,Online Web,ONLINE,Credit Card,7,12,1179.75,0.0,1179.75,0
T240311,C11843,2024-12-15,In-Store,ST011,Cash,4,5,372.95,0.0,372.95,0
T240312,C11843,2024-12-23,In-Store,ST005,Cash,3,7,736.9,36.1,700.8,0
T240313,C11843,2025-01-24,In-Store,ST016,Cash,1,2,543.6,0.0,543.6,0
T240314,C11843,2025-01-25,In-Store,ST012,Mobile Banking,4,9,1417.18,0.0,1417.18,0
T240315,C11843,2025-01-30,In-Store,ST010,Credit Card,6,9,1260.37,0.0,1260.37,0
T240316,C11843,2025-03-24,In-Store,ST008,Credit Card,4,8,1128.52,0.0,1128.52,0
T240317,C11843,2025-05-03,In-Store,ST014,Credit Card,3,3,629.19,0.0,629.19,0
T240318,C11843,2025-07-08,In-Store,ST025,Mobile Banking,3,6,403.34,0.0,403.34,0
T240319,C11843,2025-07-21,In-Store,ST008,Mobile Banking,2,2,198.29,0.0,198.29,0
T240320,C11843,2025-08-17,In-Store,ST016,Cash,5,8,728.64,48.04,680.6,0
T240321,C11843,2025-09-06,In-Store,ST007,e-Wallet,1,2,222.14,0.0,222.14,0
T240322,C11843,2025-09-25,In-Store,ST025,Cash,3,6,1678.92,148.46,1530.46,0
T240323,C11843,2025-09-30,In-Store,ST006,Cash,3,6,634.3,0.0,634.3,0
T240324,C11843,2025-10-03,In-Store,ST021,Credit Card,4,6,752.72,0.0,752.72,0
T240325,C11843,2025-11-13,In-Store,ST001,e-Wallet,8,16,1714.3,31.73,1682.57,0
T240326,C11843,2025-11-16,In-Store,ST002,Credit Card,5,10,1871.94,176.11,1695.83,0
T240327,C11843,2025-12-06,In-Store,ST024,Credit Card,3,5,527.71,0.0,527.71,0
T240328,C11843,2025-12-30,In-Store,ST014,Credit Card,3,7,663.56,0.0,663.56,0
T240329,C11843,2026-03-02,In-Store,ST015,Mobile Banking,4,7,1546.08,0.0,1546.08,0
T240330,C11843,2026-03-05,In-Store,ST001,Cash,3,4,437.67,3.82,433.85,0
T240331,C11843,2026-03-15,In-Store,ST004,Mobile Banking,4,10,1133.1,0.0,1133.1,0
T240332,C11843,2026-03-22,In-Store,ST006,Cash,2,7,2609.35,0.0,2609.35,0
T240333,C11843,2026-03-28,In-Store,ST012,Credit Card,3,9,478.06,0.0,478.06,0
T240334,C11843,2026-03-29,In-Store,ST005,Mobile Banking,3,8,573.83,0.0,573.83,0
T240335,C11843,2026-04-05,Online Web,ONLINE,Credit Card,2,3,719.74,0.0,719.74,0
T240336,C11843,2026-05-02,In-Store,ST022,Cash,4,5,523.03,0.0,523.03,0
T240337,C11843,2026-05-08,In-Store,ST016,Credit Card,3,6,698.9,0.0,698.9,0
T240338,C11843,2026-05-09,In-Store,ST008,Cash,8,16,2693.73,254.39000000000001,2439.34,0
T240339,C11843,2026-05-27,Online Web,ONLINE,Mobile Banking,9,20,3555.35,66.02,3489.33,0
T240340,C11843,2026-06-28,Mobile App,ONLINE,Credit Card,1,1,45.69,4.57,41.12,0
T240341,C11844,2025-04-12,Online Web,ONLINE,Mobile Banking,6,12,866.77,58.36,808.41,0
T240342,C11844,2025-04-29,Online Web,ONLINE,Credit Card,4,4,496.95,0.0,496.95,0
T240343,C11844,2025-07-30,Online Web,ONLINE,Credit Card,3,3,608.14,0.0,608.14,0
T240344,C11844,2025-11-28,Online Web,ONLINE,Credit Card,4,6,1073.67,160.61,913.06,0
T240345,C11844,2026-01-08,Online Web,ONLINE,e-Wallet,3,6,574.13,0.0,574.13,0
T240346,C11844,2026-05-01,Online Web,ONLINE,Mobile Banking,3,7,259.0,18.99,240.01,0
T240347,C11844,2026-05-12,Online Web,ONLINE,e-Wallet,2,3,152.3,0.0,152.3,0
T240348,C11844,2026-06-13,Online Web,ONLINE,Credit Card,1,4,94.12,0.0,94.12,0
T240349,C11844,2026-07-11,Online Web,ONLINE,e-Wallet,2,3,216.69,20.62,196.07,0
T240350,C11844,2026-07-25,Online Web,ONLINE,Mobile Banking,5,8,734.07,119.72,614.35,0
T240351,C11845,2025-04-18,Mobile App,ONLINE,Mobile Banking,3,4,621.48,0.0,621.48,0
T240352,C11845,2025-04-23,Mobile App,ONLINE,e-Wallet,3,5,415.56,0.0,415.56,0
T240353,C11845,2025-04-28,Mobile App,ONLINE,Credit Card,3,6,2742.01,74.35,2667.66,0
T240354,C11845,2025-05-17,In-Store,ST001,Cash,5,11,762.6,11.42,751.18,0
T240355,C11845,2025-05-25,Mobile App,ONLINE,Mobile Banking,6,7,954.08,6.19,947.89,0
T240356,C11845,2025-06-08,Mobile App,ONLINE,e-Wallet,3,10,783.07,0.0,783.07,0
T240357,C11845,2025-06-24,In-Store,ST007,e-Wallet,1,2,420.3,0.0,420.3,0
T240358,C11845,2025-07-12,In-Store,ST010,Credit Card,4,9,431.39,6.21,425.18,0
T240359,C11845,2025-07-25,Online Web,ONLINE,e-Wallet,5,8,661.08,36.43,624.65,0
T240360,C11845,2025-09-13,Mobile App,ONLINE,e-Wallet,6,7,1077.17,0.0,1077.17,0
T240361,C11845,2025-10-12,Mobile App,ONLINE,Credit Card,5,12,1308.33,182.55,1125.78,0
T240362,C11845,2026-01-24,Mobile App,ONLINE,Mobile Banking,3,6,556.02,0.0,556.02,0
T240363,C11845,2026-03-15,Mobile App,ONLINE,Credit Card,3,3,258.56,0.0,258.56,0
T240364,C11845,2026-04-19,Mobile App,ONLINE,Credit Card,1,1,87.07,0.0,87.07,0
T240365,C11845,2026-04-24,Mobile App,ONLINE,Credit Card,2,2,181.83,25.6,156.23,0
T240366,C11845,2026-05-10,In-Store,ST016,Mobile Banking,4,8,1373.52,15.52,1358.0,0
T240367,C11845,2026-05-19,Mobile App,ONLINE,Credit Card,5,11,1216.79,44.77,1172.02,0
T240368,C11845,2026-06-13,Mobile App,ONLINE,Mobile Banking,2,3,254.85,0.0,254.85,0
T240369,C11845,2026-06-16,Mobile App,ONLINE,e-Wallet,3,5,579.7,0.0,579.7,0
T240370,C11845,2026-06-22,Mobile App,ONLINE,e-Wallet,4,4,130.48,0.0,130.48,0
T240371,C11845,2026-06-25,Mobile App,ONLINE,Credit Card,6,11,810.27,64.5,745.77,0
T240372,C11845,2026-07-31,In-Store,ST021,Credit Card,3,7,1680.43,0.0,1680.43,0
T240373,C11845,2026-08-25,Mobile App,ONLINE,Mobile Banking,2,4,1210.7,343.48,867.22,0
T240374,C11846,2025-08-26,Mobile App,ONLINE,Mobile Banking,5,10,715.82,33.49,682.33,0
T240375,C11846,2025-09-21,Online Web,ONLINE,Mobile Banking,3,6,409.51,36.13,373.38,0
T240376,C11846,2025-10-10,Mobile App,ONLINE,e-Wallet,2,3,108.0,0.0,108.0,0
T240377,C11846,2026-02-15,In-Store,ST019,Credit Card,1,2,393.42,0.0,393.42,0
T240378,C11846,2026-05-31,In-Store,ST005,Mobile Banking,4,7,384.78,22.099999999999998,362.68,0
T240379,C11846,2026-07-15,Mobile App,ONLINE,Credit Card,4,7,819.78,0.0,819.78,0
T240380,C11847,2024-11-28,Online Web,ONLINE,Mobile Banking,3,5,258.98,21.23,237.75,0
T240381,C11847,2025-01-09,Online Web,ONLINE,e-Wallet,3,7,1047.09,35.37,1011.72,0
T240382,C11847,2025-01-16,Online Web,ONLINE,e-Wallet,5,9,1327.98,7.24,1320.74,0
T240383,C11847,2025-01-20,Online Web,ONLINE,Credit Card,8,15,3933.53,90.99000000000001,3842.54,0
T240384,C11847,2025-02-13,Online Web,ONLINE,e-Wallet,7,17,5437.97,0.0,5437.97,0
T240385,C11847,2025-02-16,Online Web,ONLINE,Credit Card,5,13,4014.62,0.0,4014.62,0
T240386,C11847,2025-03-22,Online Web,ONLINE,Credit Card,8,10,769.34,0.0,769.34,0
T240387,C11847,2025-04-07,Online Web,ONLINE,Mobile Banking,4,6,627.89,0.0,627.89,0
T240388,C11847,2025-05-09,Online Web,ONLINE,Mobile Banking,8,16,1829.84,41.69,1788.15,0
T240389,C11847,2025-06-20,Online Web,ONLINE,Mobile Banking,7,13,1676.11,0.0,1676.11,0
T240390,C11847,2025-07-11,Online Web,ONLINE,e-Wallet,7,13,798.03,18.24,779.79,0
T240391,C11847,2025-09-05,Online Web,ONLINE,e-Wallet,4,7,925.32,0.0,925.32,0
T240392,C11847,2025-09-25,Online Web,ONLINE,Credit Card,7,12,653.53,0.0,653.53,0
T240393,C11847,2025-10-04,Online Web,ONLINE,Mobile Banking,5,8,1308.87,109.05,1199.82,0
T240394,C11847,2025-10-23,Online Web,ONLINE,e-Wallet,6,10,859.65,86.37,773.28,0
T240395,C11847,2025-11-15,Online Web,ONLINE,Credit Card,8,13,1187.4,0.0,1187.4,0
T240396,C11847,2025-12-19,Online Web,ONLINE,e-Wallet,3,8,1852.87,0.0,1852.87,0
T240397,C11847,2025-12-25,Online Web,ONLINE,Credit Card,8,11,1837.54,0.0,1837.54,0
T240398,C11847,2026-01-07,Online Web,ONLINE,e-Wallet,5,10,1508.04,57.32,1450.72,0
T240399,C11847,2026-01-31,Online Web,ONLINE,e-Wallet,5,9,807.09,0.0,807.09,0
T240400,C11847,2026-02-11,Online Web,ONLINE,Credit Card,4,6,998.1,10.63,987.47,0
T240401,C11847,2026-03-09,Mobile App,ONLINE,Credit Card,7,14,1436.47,79.87,1356.6,0
T240402,C11847,2026-03-15,Online Web,ONLINE,e-Wallet,11,20,3893.06,0.0,3893.06,0
T240403,C11847,2026-03-18,Online Web,ONLINE,e-Wallet,3,4,349.22,0.0,349.22,0
T240404,C11847,2026-03-28,Online Web,ONLINE,Mobile Banking,6,11,1259.24,19.97,1239.27,0
T240405,C11847,2026-04-18,Online Web,ONLINE,Credit Card,3,7,924.96,0.0,924.96,0
T240406,C11847,2026-05-25,Online Web,ONLINE,Cash,5,11,1559.23,0.0,1559.23,0
T240407,C11847,2026-06-20,Online Web,ONLINE,Mobile Banking,5,11,3137.59,564.12,2573.47,0
T240408,C11847,2026-06-25,Online Web,ONLINE,Mobile Banking,6,14,1037.99,12.38,1025.61,0
T240409,C11847,2026-07-06,Online Web,ONLINE,Credit Card,5,8,523.64,0.0,523.64,0
T240410,C11847,2026-07-24,Online Web,ONLINE,Mobile Banking,9,18,3809.4,0.0,3809.4,0
T240411,C11847,2026-07-29,Online Web,ONLINE,e-Wallet,8,18,2036.59,0.0,2036.59,0
T240412,C11847,2026-08-14,Online Web,ONLINE,Credit Card,8,14,1413.79,0.0,1413.79,0
T240413,C11847,2026-08-28,Online Web,ONLINE,Credit Card,9,14,3270.81,32.32,3238.49,0
T240414,C11848,2026-06-23,Mobile App,ONLINE,Credit Card,2,3,593.44,0.0,593.44,0
T240415,C11848,2026-07-22,Mobile App,ONLINE,Credit Card,5,14,2136.51,40.85,2095.66,0
T240416,C11848,2026-08-10,In-Store,ST002,Cash,2,4,589.9,43.58,546.32,0
T240417,C11848,2026-08-23,In-Store,ST004,Mobile Banking,1,2,158.32,0.0,158.32,0
T240418,C11849,2025-06-12,In-Store,ST021,Mobile Banking,3,5,321.18,32.58,288.6,0
T240419,C11849,2025-06-20,In-Store,ST004,Cash,5,8,1352.01,184.62,1167.39,0
T240420,C11849,2025-07-30,In-Store,ST022,e-Wallet,2,4,192.42,0.0,192.42,0
T240421,C11849,2025-08-24,In-Store,ST004,e-Wallet,2,4,915.14,139.6,775.54,0
T240422,C11849,2025-08-28,In-Store,ST014,Cash,3,5,992.14,88.99000000000001,903.15,0
T240423,C11849,2025-09-19,In-Store,ST015,Cash,3,7,546.17,27.09,519.08,0
T240424,C11849,2025-09-24,In-Store,ST022,Credit Card,2,3,226.14,0.0,226.14,0
T240425,C11849,2025-12-31,In-Store,ST017,Mobile Banking,3,7,357.72,50.96,306.76,0
T240426,C11849,2026-03-26,In-Store,ST008,Credit Card,3,4,109.67,10.14,99.53,0
T240427,C11849,2026-05-08,In-Store,ST001,Credit Card,3,4,130.16,6.21,123.95,0
T240428,C11849,2026-06-14,In-Store,ST019,Credit Card,1,2,437.78,87.56,350.22,0
T240429,C11849,2026-07-24,In-Store,ST005,Mobile Banking,1,1,37.36,0.0,37.36,0
T240430,C11850,2024-12-22,Online Web,ONLINE,Credit Card,8,15,1399.66,0.0,1399.66,0
T240431,C11850,2025-01-04,Online Web,ONLINE,Credit Card,2,3,300.68,0.0,300.68,0
T240432,C11850,2025-01-07,Online Web,ONLINE,Mobile Banking,4,8,2521.28,76.4,2444.88,0
T240433,C11850,2025-01-22,Online Web,ONLINE,Mobile Banking,4,7,773.54,0.0,773.54,0
T240434,C11850,2025-04-17,Online Web,ONLINE,Mobile Banking,5,10,718.85,12.65,706.2,0
T240435,C11850,2025-05-17,In-Store,ST018,Mobile Banking,4,10,1389.83,0.0,1389.83,0
T240436,C11850,2025-05-23,Mobile App,ONLINE,Mobile Banking,5,9,1886.18,13.71,1872.47,0
T240437,C11850,2025-06-04,In-Store,ST017,e-Wallet,3,4,577.68,0.0,577.68,0
T240438,C11850,2025-06-10,Online Web,ONLINE,Credit Card,5,6,599.79,0.0,599.79,0
T240439,C11850,2025-07-18,Online Web,ONLINE,Mobile Banking,6,12,977.19,37.16,940.03,0
T240440,C11850,2025-08-08,Online Web,ONLINE,Mobile Banking,2,4,381.92,90.4,291.52,0
T240441,C11850,2025-08-25,Online Web,ONLINE,Credit Card,2,3,397.71,0.0,397.71,0
T240442,C11850,2025-08-30,Online Web,ONLINE,Credit Card,3,6,2269.01,0.0,2269.01,0
T240443,C11850,2025-11-10,Mobile App,ONLINE,e-Wallet,3,3,675.59,15.28,660.31,0
T240444,C11850,2025-12-25,Online Web,ONLINE,Cash,3,5,1298.82,0.0,1298.82,0
T240445,C11850,2026-01-02,Online Web,ONLINE,Mobile Banking,2,3,239.02,0.0,239.02,0
T240446,C11850,2026-01-24,Online Web,ONLINE,e-Wallet,3,3,265.98,15.58,250.4,0
T240447,C11850,2026-03-17,Online Web,ONLINE,Mobile Banking,3,10,2248.48,0.0,2248.48,0
T240448,C11850,2026-04-20,Online Web,ONLINE,Credit Card,6,8,1658.64,75.45,1583.19,0
T240449,C11850,2026-05-08,Online Web,ONLINE,e-Wallet,3,6,459.33,0.0,459.33,0
T240450,C11850,2026-05-17,Online Web,ONLINE,Credit Card,5,12,797.0,0.0,797.0,0
T240451,C11850,2026-05-31,Mobile App,ONLINE,e-Wallet,3,3,533.42,0.0,533.42,0
T240452,C11850,2026-06-28,Online Web,ONLINE,Credit Card,3,7,674.34,0.0,674.34,0
T240453,C11850,2026-07-19,Online Web,ONLINE,e-Wallet,3,4,939.76,36.33,903.43,0
T240454,C11850,2026-08-07,Online Web,ONLINE,Mobile Banking,3,3,897.48,0.0,897.48,0
T240455,C11850,2026-08-12,Online Web,ONLINE,Credit Card,5,7,707.21,33.23,673.98,0
T240456,C11850,2026-08-28,Online Web,ONLINE,e-Wallet,8,14,976.32,0.0,976.32,0
T240457,C11851,2025-03-27,In-Store,ST024,Cash,3,6,269.28,0.0,269.28,0
T240458,C11851,2025-04-05,In-Store,ST012,Credit Card,3,6,758.28,0.0,758.28,0
T240459,C11851,2025-05-08,In-Store,ST005,Credit Card,8,16,1891.26,0.0,1891.26,0
T240460,C11851,2025-05-17,In-Store,ST004,Cash,7,11,1016.83,16.42,1000.41,0
T240461,C11851,2025-07-30,In-Store,ST001,Mobile Banking,7,12,1957.71,0.0,1957.71,0
T240462,C11851,2025-11-02,In-Store,ST004,e-Wallet,3,6,574.15,0.0,574.15,0
T240463,C11851,2025-11-14,In-Store,ST022,e-Wallet,6,13,1065.12,15.51,1049.61,0
T240464,C11851,2025-12-05,In-Store,ST024,Cash,7,14,3016.65,0.0,3016.65,0
T240465,C11851,2026-01-02,In-Store,ST003,Mobile Banking,6,11,1105.36,0.0,1105.36,0
T240466,C11851,2026-01-09,In-Store,ST009,Mobile Banking,6,7,781.36,0.0,781.36,0
T240467,C11851,2026-01-20,In-Store,ST004,Cash,3,7,785.09,0.0,785.09,0
T240468,C11851,2026-01-24,In-Store,ST018,Credit Card,5,10,930.56,0.0,930.56,0
T240469,C11851,2026-02-08,In-Store,ST010,Cash,8,15,1556.03,4.21,1551.82,0
T240470,C11851,2026-03-05,In-Store,ST012,Credit Card,5,14,595.51,0.0,595.51,0
T240471,C11851,2026-05-23,In-Store,ST006,Mobile Banking,6,18,2061.87,0.0,2061.87,0
T240472,C11851,2026-05-28,In-Store,ST014,Cash,5,7,1081.89,0.0,1081.89,0
T240473,C11851,2026-06-05,In-Store,ST002,e-Wallet,5,12,2288.61,214.76,2073.85,0
T240474,C11851,2026-06-10,In-Store,ST020,Mobile Banking,7,16,1538.79,84.58,1454.21,0
T240475,C11851,2026-06-27,In-Store,ST010,Mobile Banking,7,14,3172.12,0.0,3172.12,0
T240476,C11851,2026-08-03,In-Store,ST017,Cash,6,14,1949.28,0.0,1949.28,0
T240477,C11852,2025-02-10,Mobile App,ONLINE,Credit Card,2,6,882.74,239.04,643.7,0
T240478,C11852,2025-02-23,Mobile App,ONLINE,Credit Card,4,6,1303.85,11.26,1292.59,0
T240479,C11852,2025-06-20,Mobile App,ONLINE,Credit Card,3,7,370.25,31.79,338.46,0
T240480,C11852,2025-12-04,Mobile App,ONLINE,Mobile Banking,3,5,469.05,9.96,459.09,0
T240481,C11852,2025-12-24,Mobile App,ONLINE,Credit Card,3,4,182.87,3.05,179.82,0
T240482,C11852,2025-12-27,Mobile App,ONLINE,Credit Card,3,5,341.89,23.63,318.26,0
T240483,C11852,2026-01-02,Mobile App,ONLINE,Credit Card,4,7,1095.82,43.99,1051.83,0
T240484,C11852,2026-01-21,Mobile App,ONLINE,Credit Card,7,11,578.98,28.700000000000003,550.28,0
T240485,C11852,2026-01-25,Mobile App,ONLINE,Mobile Banking,3,5,628.29,30.05,598.24,0
T240486,C11852,2026-02-01,Online Web,ONLINE,e-Wallet,3,7,535.05,53.5,481.55,0
T240487,C11852,2026-02-05,Mobile App,ONLINE,Credit Card,3,6,221.04,28.92,192.12,0
T240488,C11852,2026-02-23,Mobile App,ONLINE,Credit Card,5,6,396.54,19.72,376.82,0
T240489,C11852,2026-03-18,Mobile App,ONLINE,Credit Card,5,7,379.81,0.0,379.81,0
T240490,C11852,2026-05-01,Mobile App,ONLINE,e-Wallet,5,8,1303.37,31.86,1271.51,0
T240491,C11852,2026-05-22,Mobile App,ONLINE,Credit Card,2,8,2091.26,0.0,2091.26,0
T240492,C11852,2026-08-02,Mobile App,ONLINE,Credit Card,5,8,375.78,39.21,336.57,0
T240493,C11853,2026-02-27,In-Store,ST022,Cash,2,5,616.19,31.53,584.66,0
T240494,C11853,2026-03-21,In-Store,ST003,Cash,5,6,597.99,24.34,573.65,0
T240495,C11853,2026-03-30,In-Store,ST024,Credit Card,7,9,1375.87,120.41,1255.46,0
T240496,C11853,2026-07-07,In-Store,ST020,Cash,5,13,3026.37,253.25,2773.12,0
T240497,C11853,2026-07-12,In-Store,ST002,Mobile Banking,4,10,1844.44,0.0,1844.44,0
T240498,C11853,2026-08-04,In-Store,ST022,Credit Card,2,5,1035.74,0.0,1035.74,0
T240499,C11854,2024-09-11,Online Web,ONLINE,Credit Card,1,1,28.06,0.0,28.06,0
T240500,C11854,2024-09-27,Online Web,ONLINE,Credit Card,2,3,168.32,35.67,132.65,0
T240501,C11854,2024-09-28,Online Web,ONLINE,e-Wallet,4,7,242.18,2.83,239.35,0
T240502,C11854,2025-02-20,Online Web,ONLINE,e-Wallet,3,4,442.06,23.24,418.82,0
T240503,C11854,2025-05-18,Online Web,ONLINE,Cash,2,4,155.34,0.0,155.34,0
T240504,C11854,2025-08-06,Online Web,ONLINE,Credit Card,2,5,1234.39,332.96,901.43,0
T240505,C11854,2025-08-28,Online Web,ONLINE,Mobile Banking,4,6,654.27,110.83000000000001,543.44,0
