customer_id,signup_date,gender,age,region,city_tier,income_bracket,membership_tier,preferred_channel,marketing_optin,has_mobile_app
C11522,2025-05-14,Female,26.0,Northeast,2,20-40k,Silver,In-Store,1,0
C11523,2025-09-09,Female,37.0,Bangkok,1,20-40k,Silver,In-Store,0,1
C11524,2024-11-19,Male,37.0,Northeast,2,40-70k,Silver,Mobile App,1,0
C11525,2026-04-01,Female,34.0,Bangkok,1,20-40k,Bronze,In-Store,1,1
C11526,2026-03-25,female,21.0,East,1,20-40k,Silver,In-Store,1,1
C11527,2024-08-08,F,32.0,Bangkok,2,20-40k,Bronze,Mobile App,0,1
C11528,2024-08-04,F,34.0,Bangkok,1,70-120k,Bronze,In-Store,1,0
C11529,2025-09-06,male,18.0,South,2,20-40k,Bronze,In-Store,0,1
C11530,2025-11-11,F,34.0,South,1,20-40k,Gold,In-Store,0,1
C11531,2026-02-09,Male,26.0,Bangkok,2,20-40k,Bronze,In-Store,0,1
C11532,2024-08-03,F,38.0,Northeast,2,>120k,Platinum,In-Store,1,0
C11533,2025-07-16,Female,30.0,South,2,40-70k,Gold,In-Store,1,1
C11534,2024-12-27,Male,33.0,Central,1,70-120k,Silver,In-Store,1,0
C11535,2026-03-14,Female,27.0,Central,1,20-40k,Silver,In-Store,1,0
C11536,2025-01-21,F,18.0,Central,2,20-40k,Silver,Online Web,1,0
C11537,2025-08-23,Male,33.0,Northeast,3,20-40k,Bronze,Online Web,0,0
C11538,2025-03-15,Male,36.0,North,2,<20k,Silver,In-Store,1,1
C11539,2024-10-07,male,50.0,Bangkok,3,40-70k,Silver,Mobile App,0,1
C11540,2025-12-27,Male,47.0,East,1,20-40k,Silver,In-Store,0,0
C11541,2024-10-25,m,39.0,Bangkok,3,40-70k,Gold,Online Web,0,0
C11542,2025-08-24,M,33.0,Central,1,20-40k,Platinum,Online Web,1,1
C11543,2025-07-18,Female,23.0,East,2,20-40k,Gold,In-Store,1,1
C11544,2024-08-21,Male,54.0,South,1,,Silver,Online Web,1,1
C11545,2025-02-06,Male,44.0,East,1,>120k,Platinum,Mobile App,1,1
C11546,2025-01-22,M,35.0,Bangkok,2,40-70k,Bronze,In-Store,1,1
C11547,2025-07-12,F,18.0,Bangkok,1,40-70k,Bronze,In-Store,1,1
C11548,2025-05-26,F,,Northeast,1,70-120k,Gold,In-Store,1,1
C11549,2025-01-24,Female,41.0,Bangkok,3,70-120k,Gold,Mobile App,0,1
C11550,2026-06-04,M,27.0,Central,2,20-40k,Silver,Mobile App,1,0
C11551,2025-05-09,male,22.0,North,2,40-70k,Gold,In-Store,1,1
C11552,2025-09-25,F,46.0,North,2,40-70k,Gold,Online Web,1,1
C11553,2024-10-21,F,21.0,Central,1,40-70k,Gold,Online Web,1,0
C11554,2025-12-13,Female,48.0,Bangkok,2,20-40k,Silver,In-Store,1,1
C11555,2024-09-07,female,28.0,Bangkok,1,70-120k,Silver,In-Store,1,0
C11556,2025-01-01,Male,,Bangkok,2,70-120k,Silver,Mobile App,1,0
C11557,2025-02-20,Female,47.0,Bangkok,2,70-120k,Silver,In-Store,0,1
C11558,2026-02-22,Female,18.0,Northeast,1,70-120k,Bronze,Online Web,1,1
C11559,2025-12-29,Male,38.0,Central,1,<20k,Bronze,In-Store,0,1
C11560,2025-02-01,male,21.0,Northeast,2,20-40k,Silver,In-Store,0,1
C11561,2026-04-10,male,33.0,Bangkok,1,40-70k,Silver,In-Store,1,1
C11562,2026-01-23,F,18.0,Bangkok,1,>120k,Bronze,In-Store,0,0
C11563,2024-12-08,Female,18.0,Bangkok,1,<20k,Silver,In-Store,1,0
C11564,2025-09-13,M,44.0,Northeast,2,70-120k,Silver,Mobile App,0,1
C11565,2026-01-30,Male,18.0,Northeast,1,20-40k,Bronze,In-Store,0,1
C11566,2024-08-04,Female,31.0,South,2,70-120k,Platinum,Mobile App,1,1
C11567,2026-05-11,Male,19.0,Central,1,40-70k,Silver,In-Store,1,0
C11568,2026-04-01,F,30.0,Bangkok,2,20-40k,Silver,In-Store,1,0
C11569,2024-10-11,Male,21.0,Central,1,20-40k,Bronze,In-Store,1,1
C11570,2025-05-18,Male,35.0,Bangkok,2,<20k,Bronze,In-Store,1,1
C11571,2024-09-25,Female,18.0,Bangkok,1,70-120k,Gold,Mobile App,0,0
C11572,2025-05-25,M,54.0,North,2,>120k,Platinum,Mobile App,1,0
C11573,2025-09-10,Male,24.0,East,1,20-40k,Silver,In-Store,0,1
C11574,2026-02-24,Male,22.0,Bangkok,1,,Bronze,Mobile App,1,1
C11575,2025-10-26,Male,,Northeast,3,20-40k,Gold,Online Web,1,0
C11576,2026-06-19,Male,19.0,Northeast,1,<20k,Bronze,In-Store,0,0
C11577,2025-04-22,F,,Bangkok,3,40-70k,Bronze,In-Store,0,0
C11578,2025-01-20,Female,45.0,Central,2,40-70k,Silver,Mobile App,1,1
C11579,2026-02-21,Female,30.0,Bangkok,1,40-70k,Silver,In-Store,0,0
C11580,2024-12-24,M,45.0,South,1,>120k,Platinum,Mobile App,1,1
C11581,2024-08-30,Female,43.0,Northeast,1,20-40k,Silver,In-Store,1,0
C11582,2025-01-04,Female,35.0,South,1,>120k,Gold,Online Web,1,0
C11583,2026-03-06,Female,32.0,East,3,40-70k,Bronze,In-Store,1,1
C11584,2024-10-09,Male,50.0,Bangkok,1,40-70k,Gold,In-Store,1,1
C11585,2025-08-31,M,34.0,North,3,<20k,Bronze,Mobile App,1,1
C11586,2026-05-12,Male,40.0,Bangkok,1,70-120k,Platinum,Mobile App,1,1
C11587,2025-07-13,female,32.0,Bangkok,1,>120k,Silver,In-Store,1,1
C11588,2025-05-09,Male,40.0,East,2,20-40k,Bronze,Mobile App,0,1
C11589,2025-05-29,female,46.0,East,3,40-70k,Platinum,In-Store,0,0
C11590,2025-09-23,M,39.0,Bangkok,2,20-40k,Silver,In-Store,1,0
C11591,2025-05-22,Female,45.0,South,1,,Silver,Mobile App,0,1
C11592,2024-08-20,M,34.0,Northeast,2,20-40k,Bronze,In-Store,1,0
C11593,2024-09-15,Female,21.0,Bangkok,1,70-120k,Gold,Online Web,1,1
C11594,2025-05-03,Male,18.0,Bangkok,3,40-70k,Silver,In-Store,1,0
C11595,2024-11-18,Female,31.0,Northeast,2,20-40k,Bronze,In-Store,0,0
C11596,2025-04-13,Female,45.0,South,2,40-70k,Gold,In-Store,0,1
C11597,2024-10-17,Male,28.0,East,2,<20k,Silver,Mobile App,0,0
C11598,2026-01-09,F,31.0,Central,1,>120k,Gold,Mobile App,1,1
C11599,2024-11-21,M,26.0,Bangkok,3,70-120k,Platinum,In-Store,1,0
C11600,2026-06-07,Male,34.0,Northeast,2,20-40k,Bronze,In-Store,1,0
C11601,2024-09-01,Female,32.0,South,1,40-70k,Gold,In-Store,1,1
C11602,2025-02-18,Male,48.0,Bangkok,1,70-120k,Bronze,In-Store,1,1
C11603,2024-09-28,M,37.0,South,3,40-70k,Gold,Online Web,1,0
C11604,2024-09-26,M,32.0,Central,2,<20k,Silver,In-Store,1,1
C11605,2025-06-03,Female,,Central,1,70-120k,Gold,In-Store,1,1
C11606,2025-04-28,M,39.0,Northeast,2,20-40k,Silver,In-Store,0,0
C11607,2026-03-10,Male,,Bangkok,1,,Bronze,In-Store,1,0
C11608,2025-12-06,female,29.0,Bangkok,2,20-40k,Silver,In-Store,0,1
C11609,2024-10-05,F,35.0,Bangkok,1,40-70k,Bronze,Mobile App,0,1
C11610,2024-12-21,Male,24.0,North,1,,Bronze,In-Store,1,1
C11611,2025-03-03,F,18.0,North,1,70-120k,Bronze,Online Web,1,1
C11612,2025-02-14,Female,33.0,East,1,>120k,Silver,In-Store,1,0
C11613,2026-04-26,Male,20.0,Bangkok,1,40-70k,Bronze,In-Store,0,1
C11614,2025-02-11,Female,22.0,,2,40-70k,Gold,In-Store,1,1
C11615,2024-09-07,Female,26.0,Northeast,2,70-120k,Platinum,In-Store,1,0
C11616,2025-04-04,Female,29.0,North,3,40-70k,Silver,In-Store,0,0
C11617,2026-04-11,Male,18.0,Central,2,20-40k,Gold,Online Web,0,1
C11618,2024-11-14,F,47.0,,1,<20k,Silver,In-Store,1,0
C11619,2025-06-17,Male,22.0,Central,1,20-40k,Silver,In-Store,0,1
C11620,2025-09-10,Female,44.0,Bangkok,3,70-120k,Silver,Mobile App,0,1
C11621,2025-05-17,Female,34.0,Northeast,3,40-70k,Bronze,In-Store,1,1
C11622,2025-06-09,Female,36.0,Central,2,20-40k,Bronze,Online Web,1,0
C11623,2026-04-17,M,23.0,Central,3,40-70k,Silver,Online Web,0,0
C11624,2026-02-20,female,30.0,Bangkok,2,40-70k,Silver,In-Store,1,0
C11625,2024-08-16,M,36.0,Northeast,1,20-40k,Silver,Mobile App,1,0
C11626,2024-09-24,Female,40.0,Bangkok,2,20-40k,Platinum,Mobile App,1,1
C11627,2024-09-22,Male,50.0,Bangkok,2,40-70k,Platinum,In-Store,0,0
C11628,2024-10-27,Male,62.0,Bangkok,1,20-40k,Silver,Mobile App,0,1
C11629,2025-03-01,Male,18.0,Bangkok,2,70-120k,Silver,Mobile App,1,1
C11630,2025-03-04,Male,31.0,South,1,70-120k,Silver,Online Web,1,0
C11631,2025-07-19,Female,52.0,South,1,20-40k,Bronze,Mobile App,1,1
C11632,2025-03-25,Male,32.0,Central,2,>120k,Silver,Mobile App,1,0
C11633,2025-02-26,Male,43.0,Northeast,2,20-40k,Silver,Mobile App,1,1
C11634,2025-07-12,Male,40.0,Northeast,2,>120k,Gold,In-Store,1,0
C11635,2026-06-06,F,33.0,Northeast,2,40-70k,Silver,Mobile App,0,1
C11636,2024-10-20,Male,43.0,South,2,20-40k,Bronze,In-Store,0,0
C11637,2024-09-03,Female,33.0,Bangkok,1,40-70k,Gold,In-Store,0,0
C11638,2024-10-04,Female,46.0,North,1,20-40k,Gold,In-Store,1,0
C11639,2025-10-11,Male,38.0,South,2,40-70k,Gold,Online Web,0,1
C11640,2025-04-24,M,28.0,Northeast,1,20-40k,Silver,Mobile App,0,0
C11641,2025-08-29,Female,43.0,Northeast,2,<20k,Bronze,Online Web,0,0
C11642,2024-09-14,Male,33.0,Central,3,,Gold,In-Store,1,0
C11643,2025-09-23,female,42.0,Northeast,2,>120k,Bronze,In-Store,1,1
C11644,2024-08-05,M,39.0,Bangkok,2,<20k,Bronze,Mobile App,0,1
C11645,2025-04-03,Male,32.0,North,3,20-40k,Platinum,Online Web,1,1
C11646,2025-01-08,Male,34.0,Central,2,20-40k,Gold,Mobile App,1,1
C11647,2024-08-11,Male,40.0,Northeast,1,20-40k,Gold,Mobile App,1,1
C11648,2024-09-24,M,36.0,Bangkok,2,,Silver,In-Store,0,0
C11649,2025-04-10,Male,56.0,East,1,70-120k,Gold,In-Store,1,1
C11650,2025-07-09,F,31.0,North,1,<20k,Bronze,In-Store,0,1
C11651,2026-06-12,male,24.0,Central,2,<20k,Bronze,In-Store,0,0
C11652,2025-03-16,Male,38.0,Bangkok,2,20-40k,Gold,Online Web,0,0
C11653,2026-06-04,F,21.0,Central,2,20-40k,Bronze,In-Store,1,1
C11654,2024-08-27,Female,19.0,Bangkok,2,70-120k,Gold,Mobile App,0,1
C11655,2025-01-25,m,28.0,Bangkok,2,40-70k,Silver,Online Web,0,1
C11656,2026-03-22,F,22.0,Bangkok,1,40-70k,Silver,In-Store,0,1
C11657,2025-03-30,Male,18.0,North,1,40-70k,Bronze,Mobile App,0,0
C11658,2025-12-30,Female,35.0,East,1,<20k,Silver,Online Web,0,0
C11659,2024-10-16,F,26.0,Central,2,70-120k,Gold,In-Store,0,0
C11660,2024-08-07,M,37.0,Central,1,40-70k,Bronze,Online Web,1,1
C11661,2024-12-29,Male,32.0,Bangkok,2,20-40k,Silver,In-Store,1,1
C11662,2025-12-09,Male,22.0,Northeast,1,70-120k,Bronze,In-Store,0,1
C11663,2025-04-25,Male,22.0,South,3,20-40k,Bronze,Mobile App,0,1
C11664,2026-03-28,Female,37.0,Bangkok,3,,Bronze,In-Store,1,1
C11665,2025-11-03,Female,25.0,Northeast,1,40-70k,Silver,In-Store,1,1
C11666,2026-02-11,Male,30.0,Northeast,2,,Gold,In-Store,0,0
C11667,2025-11-23,Male,42.0,Northeast,3,20-40k,Bronze,Mobile App,0,0
C11668,2025-01-23,female,32.0,Central,3,20-40k,Bronze,Mobile App,1,1
C11669,2025-05-08,Female,26.0,Bangkok,2,20-40k,Silver,Mobile App,1,1
C11670,2024-08-10,M,23.0,Bangkok,1,20-40k,Gold,Mobile App,1,0
C11671,2025-12-24,Male,29.0,North,2,20-40k,Bronze,In-Store,1,0
C11672,2025-03-28,F,35.0,Bangkok,1,20-40k,Bronze,In-Store,0,1
C11673,2024-11-12,F,34.0,Bangkok,2,20-40k,Gold,Online Web,1,1
C11674,2025-05-24,Male,39.0,Northeast,2,70-120k,Platinum,In-Store,1,0
C11675,2024-08-22,F,37.0,Northeast,3,,Bronze,Mobile App,0,1
C11676,2026-01-23,Male,43.0,North,3,70-120k,Bronze,In-Store,0,0
C11677,2025-04-17,Male,35.0,Bangkok,2,20-40k,Platinum,In-Store,0,0
C11678,2025-08-22,Male,35.0,,3,20-40k,Silver,Mobile App,0,1
C11679,2024-08-29,F,49.0,Northeast,2,20-40k,Bronze,In-Store,0,0
C11680,2025-07-12,M,,Northeast,1,70-120k,Silver,In-Store,1,1
C11681,2025-05-23,Female,32.0,North,2,20-40k,Silver,In-Store,1,1
C11682,2026-02-16,F,31.0,Central,2,>120k,Silver,In-Store,1,1
C11683,2026-02-06,Male,21.0,Bangkok,3,40-70k,Silver,Online Web,1,0
C11684,2026-02-03,male,38.0,North,2,40-70k,Silver,Mobile App,1,1
C11685,2025-04-26,female,48.0,Bangkok,3,70-120k,Gold,In-Store,0,0
C11686,2026-03-30,Female,,South,1,40-70k,Silver,Online Web,1,1
C11687,2025-11-19,f,33.0,South,1,<20k,Bronze,In-Store,0,0
C11688,2025-04-19,M,29.0,Northeast,1,20-40k,Gold,Mobile App,1,1
C11689,2025-03-27,M,41.0,Northeast,2,70-120k,Platinum,Mobile App,0,1
C11690,2025-05-18,Female,34.0,Northeast,2,40-70k,Bronze,In-Store,1,0
C11691,2026-01-31,Female,40.0,North,2,20-40k,Gold,In-Store,1,0
C11692,2025-11-29,F,32.0,Central,2,<20k,Bronze,Mobile App,0,1
C11693,2025-01-23,Female,54.0,Bangkok,1,>120k,Gold,In-Store,1,0
C11694,2024-08-02,Female,53.0,Bangkok,2,40-70k,Gold,In-Store,1,0
C11695,2025-05-05,Male,33.0,Bangkok,2,<20k,Bronze,In-Store,0,1
C11696,2026-06-02,Male,26.0,,1,20-40k,Bronze,In-Store,1,1
C11697,2025-02-11,F,27.0,South,1,<20k,Bronze,In-Store,0,1
C11698,2025-04-08,M,31.0,South,3,,Silver,In-Store,1,1
C11699,2025-03-13,Male,34.0,,1,20-40k,Bronze,Mobile App,0,0
C11700,2024-12-02,Female,39.0,Bangkok,1,40-70k,Bronze,Online Web,1,1
C11701,2025-08-25,Male,37.0,North,2,<20k,Bronze,Mobile App,1,1
C11702,2024-10-19,Male,51.0,East,2,40-70k,Silver,In-Store,1,0
C11703,2025-06-19,M,29.0,Northeast,1,<20k,Silver,In-Store,0,0
C11704,2025-06-03,female,41.0,Northeast,1,,Platinum,Mobile App,1,1
C11705,2025-09-16,Male,37.0,Bangkok,3,40-70k,Gold,In-Store,1,0
C11706,2025-01-18,Male,41.0,Northeast,2,40-70k,Gold,Mobile App,0,1
C11707,2025-02-19,Female,32.0,Central,3,20-40k,Silver,Mobile App,1,1
C11708,2026-01-17,f,33.0,Bangkok,1,20-40k,Bronze,Online Web,1,0
C11709,2025-08-08,F,28.0,Bangkok,2,20-40k,Bronze,Mobile App,0,1
C11710,2026-04-22,Male,27.0,Bangkok,2,70-120k,Bronze,In-Store,1,0
C11711,2025-04-28,Male,43.0,South,2,40-70k,Platinum,Mobile App,1,1
C11712,2026-05-04,male,41.0,Bangkok,1,,Bronze,Online Web,1,1
C11713,2025-04-23,Female,40.0,South,3,20-40k,Silver,Online Web,0,0
C11714,2024-10-14,Male,33.0,North,3,70-120k,Silver,In-Store,1,0
C11715,2025-03-20,Female,31.0,Bangkok,1,>120k,Gold,Mobile App,1,1
C11716,2025-05-16,Female,23.0,East,1,20-40k,Platinum,In-Store,0,0
C11717,2025-09-16,female,,Central,1,20-40k,Bronze,Mobile App,1,1
C11718,2024-08-10,Male,28.0,East,2,40-70k,Gold,Mobile App,0,1
C11719,2024-10-29,Male,41.0,Bangkok,1,40-70k,Silver,In-Store,1,0
C11720,2025-10-06,Female,44.0,Central,2,40-70k,Silver,In-Store,0,0
C11721,2024-09-21,Male,51.0,North,1,70-120k,Gold,In-Store,1,0
C11722,2025-12-29,Male,21.0,Central,1,20-40k,Bronze,Online Web,0,0
C11723,2025-06-12,F,24.0,Central,2,70-120k,Bronze,In-Store,1,0
C11724,2025-05-04,Male,32.0,Northeast,2,20-40k,Bronze,Online Web,0,0
C11725,2024-08-20,Male,27.0,Central,3,70-120k,Bronze,In-Store,1,0
C11726,2024-08-24,Male,38.0,East,2,<20k,Silver,In-Store,1,1
C11727,2025-03-27,F,45.0,South,2,70-120k,Gold,Online Web,1,0
C11728,2025-06-18,F,32.0,North,1,>120k,Gold,In-Store,1,0
C11729,2025-03-20,F,42.0,Bangkok,1,<20k,Silver,Online Web,0,0
C11730,2025-05-24,m,18.0,Bangkok,3,40-70k,Silver,Mobile App,0,1
C11731,2025-09-10,Male,35.0,Northeast,1,40-70k,Bronze,Online Web,1,0
C11732,2025-06-29,Male,34.0,Bangkok,3,<20k,Silver,In-Store,0,0
C11733,2025-08-03,Male,33.0,Bangkok,2,70-120k,Silver,In-Store,1,1
C11734,2025-08-27,Male,37.0,East,2,40-70k,Gold,In-Store,1,1
C11735,2024-12-04,M,22.0,South,1,40-70k,Bronze,In-Store,0,0
C11736,2025-05-04,F,22.0,Bangkok,1,20-40k,Platinum,In-Store,1,1
C11737,2025-02-01,Female,18.0,Central,1,20-40k,Bronze,In-Store,1,1
C11738,2025-03-09,Female,34.0,East,2,<20k,Bronze,In-Store,0,1
C11739,2026-03-09,Male,18.0,Central,2,20-40k,Bronze,In-Store,0,0
C11740,2026-03-12,M,28.0,Northeast,1,70-120k,Bronze,Mobile App,1,1
C11741,2025-07-31,M,31.0,Bangkok,1,40-70k,Bronze,In-Store,1,1
C11742,2024-12-09,Male,31.0,Central,3,20-40k,Gold,Online Web,1,1
C11743,2025-06-17,Male,30.0,North,3,>120k,Bronze,In-Store,0,1
C11744,2025-01-24,Female,47.0,Bangkok,2,70-120k,Gold,Mobile App,1,1
C11745,2026-03-29,Female,31.0,Bangkok,2,20-40k,Bronze,Online Web,1,1
C11746,2025-07-06,Male,28.0,Bangkok,1,40-70k,Gold,In-Store,0,0
C11747,2024-12-13,Female,39.0,Northeast,2,40-70k,Silver,In-Store,1,0
C11748,2025-03-20,Male,43.0,Bangkok,1,20-40k,Bronze,Online Web,1,1
C11749,2025-09-08,F,40.0,Central,2,40-70k,Gold,Online Web,1,1
C11750,2024-11-15,Female,53.0,Bangkok,2,70-120k,Gold,Mobile App,1,1
C11751,2025-01-12,Female,32.0,Northeast,1,40-70k,Bronze,Mobile App,1,0
C11752,2026-02-28,Male,36.0,North,1,<20k,Bronze,In-Store,1,0
C11753,2025-09-10,F,,Northeast,2,<20k,Bronze,In-Store,1,0
C11754,2025-02-27,Male,29.0,Bangkok,3,70-120k,Gold,In-Store,0,1
C11755,2026-05-20,Female,21.0,Bangkok,3,<20k,Bronze,Online Web,0,0
C11756,2026-06-03,Male,18.0,Bangkok,3,<20k,Bronze,In-Store,1,0
C11757,2024-08-04,M,42.0,Northeast,1,70-120k,Bronze,In-Store,0,1
C11758,2025-09-19,F,20.0,South,1,20-40k,Bronze,In-Store,0,0
C11759,2024-09-24,Female,57.0,South,3,,Platinum,In-Store,1,1
C11760,2024-08-18,F,29.0,North,2,<20k,Gold,In-Store,0,0
C11761,2025-08-05,F,38.0,Bangkok,1,20-40k,Bronze,In-Store,1,0
C11762,2024-09-01,Female,61.0,East,1,40-70k,Platinum,Mobile App,1,1
C11763,2024-10-10,M,31.0,Central,1,70-120k,Platinum,In-Store,0,1
C11764,2025-02-22,F,20.0,South,1,40-70k,Gold,In-Store,0,0
C11765,2025-02-03,M,46.0,Bangkok,1,<20k,Gold,Mobile App,1,1
C11766,2024-10-22,F,28.0,North,1,40-70k,Bronze,Online Web,1,0
C11767,2025-06-09,Female,27.0,Bangkok,1,20-40k,Bronze,In-Store,0,0
C11768,2025-02-02,Female,34.0,North,1,20-40k,Silver,Online Web,0,1
C11769,2024-08-24,M,49.0,Bangkok,3,<20k,Silver,In-Store,0,0
C11770,2024-11-05,Female,29.0,East,2,40-70k,Bronze,In-Store,1,0
C11771,2025-05-16,M,49.0,Bangkok,1,,Gold,Mobile App,0,0
C11772,2024-10-04,male,31.0,Central,1,20-40k,Silver,Mobile App,1,1
C11773,2025-04-17,Female,173.0,Bangkok,3,20-40k,Gold,In-Store,0,0
C11774,2025-11-10,M,29.0,Bangkok,1,20-40k,Bronze,In-Store,0,0
C11775,2024-08-06,Female,44.0,Bangkok,3,20-40k,Bronze,Mobile App,1,1
C11776,2025-02-14,F,50.0,East,1,<20k,Bronze,Mobile App,0,0
C11777,2024-09-27,Female,36.0,Central,2,40-70k,Bronze,In-Store,1,0
C11778,2025-09-25,Male,18.0,Central,3,<20k,Bronze,In-Store,1,1
C11779,2024-12-06,Male,50.0,Central,3,<20k,Platinum,In-Store,1,1
C11780,2024-12-31,Male,28.0,Central,1,40-70k,Bronze,In-Store,1,0
C11781,2025-05-25,Female,25.0,Northeast,2,40-70k,Gold,Mobile App,1,1
C11782,2025-11-28,male,37.0,East,3,40-70k,Bronze,Mobile App,1,1
C11783,2026-01-28,Male,39.0,Bangkok,2,40-70k,Bronze,In-Store,0,0
C11784,2026-04-12,F,21.0,Northeast,1,20-40k,Silver,In-Store,0,0
C11785,2025-06-25,M,34.0,Bangkok,1,20-40k,Bronze,In-Store,0,1
C11786,2025-04-14,F,47.0,Bangkok,1,70-120k,Gold,Mobile App,1,1
C11787,2024-10-30,Female,30.0,South,1,<20k,Silver,Online Web,0,0
C11788,2026-05-15,Male,28.0,Bangkok,1,40-70k,Silver,Mobile App,0,1
C11789,2026-06-12,F,18.0,North,1,20-40k,Silver,In-Store,0,0
C11790,2024-08-15,Female,21.0,Bangkok,1,20-40k,Bronze,In-Store,1,0
C11791,2025-06-17,F,54.0,Bangkok,1,40-70k,Bronze,In-Store,1,0
C11792,2024-09-30,f,33.0,North,2,40-70k,Platinum,Mobile App,1,1
C11793,2025-07-20,M,44.0,Central,1,40-70k,Bronze,Mobile App,1,0
C11794,2025-05-23,F,49.0,East,2,70-120k,Silver,In-Store,1,1
C11795,2026-03-23,male,35.0,Northeast,1,,Bronze,In-Store,0,1
C11796,2026-06-14,Male,31.0,South,2,<20k,Silver,Mobile App,0,0
C11797,2024-10-22,M,23.0,Northeast,3,40-70k,Gold,In-Store,1,1
C11798,2025-02-01,Male,27.0,North,2,20-40k,Bronze,In-Store,1,0
C11799,2026-06-03,female,29.0,Northeast,1,40-70k,Silver,In-Store,1,1
C11800,2025-11-18,F,25.0,Bangkok,3,40-70k,Silver,In-Store,1,0
C11801,2025-03-09,F,43.0,Northeast,2,20-40k,Bronze,Online Web,0,0
C11802,2025-10-27,F,44.0,Central,1,40-70k,Bronze,In-Store,1,1
C11803,2024-09-25,male,19.0,North,3,70-120k,Silver,In-Store,0,1
C11804,2026-03-05,F,27.0,North,1,>120k,Bronze,Mobile App,1,1
C11805,2026-06-15,Male,18.0,Central,1,20-40k,Bronze,Online Web,0,1
C11806,2025-01-03,M,29.0,Bangkok,1,20-40k,Silver,In-Store,0,0
C11807,2025-03-05,Female,46.0,Bangkok,1,40-70k,Gold,Mobile App,1,1
C11808,2026-05-11,M,24.0,Northeast,3,40-70k,Bronze,In-Store,0,1
C11809,2026-01-30,Female,24.0,Northeast,3,70-120k,Silver,In-Store,1,0
C11810,2024-09-23,Male,32.0,East,1,70-120k,Silver,Mobile App,1,0
C11811,2026-03-24,male,29.0,South,1,20-40k,Bronze,Mobile App,1,1
C11812,2025-07-25,Female,26.0,Bangkok,1,20-40k,Silver,In-Store,1,0
C11813,2026-04-19,Female,,Northeast,1,20-40k,Bronze,In-Store,0,0
C11814,2026-05-01,Male,34.0,Central,1,20-40k,Bronze,In-Store,0,0
C11815,2026-06-09,M,19.0,Northeast,2,20-40k,Bronze,In-Store,1,0
C11816,2025-03-03,M,37.0,Bangkok,2,>120k,Silver,Online Web,0,0
C11817,2024-11-26,Male,35.0,East,1,,Gold,In-Store,1,0
C11818,2024-08-15,M,33.0,South,1,20-40k,Bronze,In-Store,0,1
C11819,2025-06-03,Male,25.0,Bangkok,1,20-40k,Bronze,In-Store,0,0
C11820,2025-04-23,F,43.0,Central,1,70-120k,Gold,In-Store,1,0
C11821,2025-03-25,M,41.0,North,2,20-40k,Platinum,Mobile App,1,0
C11822,2026-02-24,Female,33.0,Northeast,1,70-120k,Bronze,In-Store,0,1
C11823,2025-02-12,Male,27.0,Bangkok,1,<20k,Silver,Online Web,1,1
C11824,2025-06-03,F,44.0,Central,3,20-40k,Silver,In-Store,1,0
C11825,2025-05-21,F,43.0,Central,2,40-70k,Gold,Online Web,1,1
C11826,2024-11-07,Female,43.0,Northeast,1,40-70k,Gold,Mobile App,1,1
C11827,2024-11-24,Female,69.0,South,2,20-40k,Bronze,Mobile App,1,0
C11828,2024-09-09,m,19.0,East,3,<20k,Bronze,Mobile App,1,1
C11829,2024-11-14,Female,32.0,East,2,20-40k,Silver,In-Store,1,1
C11830,2026-04-06,F,39.0,Central,1,70-120k,Bronze,In-Store,0,1
C11831,2026-01-28,Male,20.0,Bangkok,1,20-40k,Gold,In-Store,0,1
C11832,2024-08-17,Female,55.0,Bangkok,2,40-70k,Platinum,In-Store,1,1
C11833,2025-04-07,m,36.0,North,1,>120k,Bronze,Online Web,1,1
C11834,2025-01-12,Male,47.0,Central,1,70-120k,Platinum,Mobile App,1,1
C11835,2024-12-04,F,35.0,South,3,70-120k,Bronze,In-Store,0,0
C11836,2025-07-19,Male,40.0,East,3,40-70k,Bronze,In-Store,1,1
C11837,2025-11-03,Male,25.0,Central,3,40-70k,Silver,In-Store,0,1
C11838,2025-05-03,Male,33.0,Central,1,40-70k,Bronze,In-Store,0,1
C11839,2024-12-19,M,46.0,North,2,70-120k,Gold,In-Store,1,1
C11840,2024-08-23,Male,55.0,Central,1,40-70k,Gold,In-Store,1,0
C11841,2024-11-24,male,32.0,Northeast,3,40-70k,Silver,In-Store,1,0
C11842,2025-01-21,female,37.0,South,2,>120k,Platinum,In-Store,1,1
C11843,2024-10-01,Male,34.0,Bangkok,3,<20k,Gold,In-Store,1,0
C11844,2025-03-29,F,21.0,Northeast,3,40-70k,Gold,Online Web,0,1
C11845,2025-02-17,Female,34.0,South,1,70-120k,Silver,Mobile App,1,1
C11846,2025-07-25,male,27.0,Central,1,<20k,Silver,In-Store,1,1
C11847,2024-10-30,Female,41.0,Northeast,1,20-40k,Silver,Online Web,1,1
C11848,2026-06-07,Female,36.0,North,3,40-70k,Bronze,In-Store,1,1
C11849,2025-01-29,Male,44.0,Central,3,40-70k,Bronze,In-Store,0,0
C11850,2024-11-18,Male,26.0,South,2,>120k,Platinum,Online Web,1,0
C11851,2025-02-19,Female,38.0,North,3,40-70k,Silver,In-Store,1,1
C11852,2025-01-26,Female,28.0,Bangkok,1,70-120k,Bronze,Mobile App,1,0
C11853,2026-01-28,Male,35.0,East,1,,Bronze,In-Store,1,1
C11854,2024-08-21,F,40.0,East,3,20-40k,Bronze,Online Web,0,0
