ticket_id,customer_id,ticket_date,issue_type,contact_channel,is_resolved,satisfaction_score
K50938,C11708,2026-03-23,App/Website Problem,Chat,1,2
K50939,C11711,2025-12-01,Payment Issue,Email,1,3
K50940,C11711,2025-10-16,Membership Points,Social,1,3
K50941,C11715,2026-02-13,Delivery Delay,Chat,1,2
K50942,C11715,2026-02-17,Damaged Item,Social,1,3
K50943,C11716,2026-06-04,Damaged Item,Email,1,4
K50944,C11718,2026-02-23,Membership Points,Email,1,3
K50945,C11718,2025-03-05,Damaged Item,Call Center,1,4
K50946,C11719,2026-05-04,Membership Points,Chat,1,5
K50947,C11722,2026-05-25,Delivery Delay,Call Center,1,4
K50948,C11722,2026-04-03,Membership Points,Call Center,1,3
K50949,C11722,2026-04-28,Wrong Item,Chat,1,3
K50950,C11723,2025-08-03,App/Website Problem,Call Center,1,3
K50951,C11725,2026-06-19,Wrong Item,Social,1,3
K50952,C11726,2026-01-07,App/Website Problem,Email,1,5
K50953,C11726,2025-02-09,Delivery Delay,Social,1,3
K50954,C11726,2025-05-14,Payment Issue,Email,0,5
K50955,C11728,2026-04-17,Membership Points,Social,1,2
K50956,C11729,2026-05-04,Wrong Item,Email,1,5
K50957,C11731,2026-07-05,Damaged Item,Chat,1,4
K50958,C11732,2026-02-03,Membership Points,Chat,1,3
K50959,C11734,2026-04-12,App/Website Problem,Call Center,1,2
K50960,C11735,2025-12-29,Refund Request,Chat,1,3
K50961,C11736,2026-08-15,Damaged Item,Chat,1,3
K50962,C11737,2025-02-18,Delivery Delay,Call Center,1,3
K50963,C11737,2025-02-11,Damaged Item,Chat,1,2
K50964,C11738,2025-06-06,App/Website Problem,Social,1,3
K50965,C11741,2025-11-14,App/Website Problem,Email,1,2
K50966,C11743,2025-05-20,Damaged Item,Social,0,4
K50967,C11743,2025-06-11,Damaged Item,Call Center,1,4
K50968,C11743,2025-05-19,Membership Points,Email,1,3
K50969,C11743,2025-05-04,Wrong Item,Social,1,2
K50970,C11744,2025-03-17,App/Website Problem,Social,1,5
K50971,C11744,2025-07-31,Refund Request,Call Center,1,2
K50972,C11746,2025-08-27,App/Website Problem,Chat,1,2
K50973,C11748,2025-07-29,App/Website Problem,Email,1,1
K50974,C11753,2026-04-24,Wrong Item,Social,1,4
K50975,C11754,2026-04-02,Payment Issue,Social,1,5
K50976,C11754,2025-06-22,Payment Issue,Email,1,1
K50977,C11756,2026-07-22,Delivery Delay,Call Center,0,3
K50978,C11758,2026-07-29,Membership Points,Call Center,1,1
K50979,C11758,2026-05-29,Refund Request,Chat,1,4
K50980,C11761,2026-02-22,Refund Request,Social,1,3
K50981,C11761,2025-12-23,Payment Issue,Social,1,5
K50982,C11761,2026-02-11,Payment Issue,Email,1,5
K50983,C11764,2025-05-22,Wrong Item,Chat,1,2
K50984,C11764,2025-04-24,Membership Points,Email,0,4
K50985,C11764,2025-05-03,Wrong Item,Call Center,1,2
K50986,C11764,2025-06-01,Delivery Delay,Chat,1,4
K50987,C11767,2026-07-24,Membership Points,Email,1,2
K50988,C11767,2026-08-06,Wrong Item,Chat,1,4
K50989,C11768,2025-08-26,Delivery Delay,Social,1,4
K50990,C11769,2025-06-17,App/Website Problem,Chat,0,4
K50991,C11771,2025-11-26,Damaged Item,Call Center,0,4
K50992,C11773,2025-07-26,App/Website Problem,Email,1,3
K50993,C11775,2025-10-21,Payment Issue,Social,0,1
K50994,C11775,2025-09-24,Delivery Delay,Call Center,1,3
K50995,C11775,2025-11-04,Wrong Item,Call Center,0,1
K50996,C11784,2026-06-06,Membership Points,Email,1,3
K50997,C11785,2026-03-31,Damaged Item,Email,1,2
K50998,C11786,2025-07-02,Delivery Delay,Social,0,3
K50999,C11786,2025-06-29,Delivery Delay,Chat,1,2
K51000,C11786,2025-07-25,Membership Points,Email,1,4
K51001,C11788,2026-05-20,Refund Request,Email,0,5
K51002,C11790,2026-03-21,Membership Points,Email,1,3
K51003,C11790,2026-02-06,App/Website Problem,Call Center,1,1
K51004,C11790,2026-04-17,App/Website Problem,Call Center,1,3
K51005,C11793,2026-02-05,Wrong Item,Social,1,5
K51006,C11793,2026-05-07,Payment Issue,Call Center,1,4
K51007,C11793,2026-05-05,Membership Points,Email,1,4
K51008,C11795,2026-06-27,App/Website Problem,Email,0,2
K51009,C11800,2026-02-23,App/Website Problem,Call Center,1,5
K51010,C11803,2026-03-11,Damaged Item,Call Center,1,3
K51011,C11806,2025-01-30,App/Website Problem,Social,0,4
K51012,C11807,2026-06-19,App/Website Problem,Email,1,3
K51013,C11808,2026-05-12,Membership Points,Email,1,4
K51014,C11809,2026-06-20,Damaged Item,Social,1,3
K51015,C11810,2025-07-17,App/Website Problem,Call Center,1,4
K51016,C11810,2026-02-02,Membership Points,Email,1,4
K51017,C11811,2026-06-29,Delivery Delay,Call Center,1,3
K51018,C11814,2026-04-21,Payment Issue,Email,1,2
K51019,C11816,2026-03-20,Delivery Delay,Email,1,2
K51020,C11816,2026-04-09,Membership Points,Chat,1,1
K51021,C11817,2025-10-06,Damaged Item,Email,1,5
K51022,C11819,2025-12-16,App/Website Problem,Social,1,3
K51023,C11821,2026-03-16,Delivery Delay,Email,1,2
K51024,C11822,2026-07-30,Wrong Item,Chat,0,3
K51025,C11824,2026-01-18,Membership Points,Call Center,1,3
K51026,C11824,2025-08-25,Payment Issue,Social,1,2
K51027,C11828,2026-04-15,Membership Points,Social,0,4
K51028,C11828,2025-12-05,Payment Issue,Call Center,1,2
K51029,C11828,2025-09-04,Payment Issue,Social,1,5
K51030,C11829,2026-08-14,Membership Points,Chat,1,2
K51031,C11834,2025-11-30,App/Website Problem,Chat,0,5
K51032,C11835,2025-08-06,Membership Points,Call Center,1,2
K51033,C11835,2025-09-01,Membership Points,Social,1,1
K51034,C11836,2026-03-27,Payment Issue,Email,1,3
K51035,C11838,2026-04-11,Delivery Delay,Call Center,1,1
K51036,C11839,2025-01-11,Damaged Item,Chat,1,3
K51037,C11842,2026-06-04,App/Website Problem,Email,1,4
K51038,C11842,2025-12-17,Wrong Item,Email,1,2
K51039,C11842,2026-08-21,Delivery Delay,Call Center,1,1
K51040,C11843,2025-09-16,Payment Issue,Email,1,3
K51041,C11843,2025-04-19,Delivery Delay,Social,1,2
K51042,C11844,2026-05-09,App/Website Problem,Social,1,2
K51043,C11845,2025-10-29,App/Website Problem,Email,1,3
K51044,C11846,2025-08-30,App/Website Problem,Call Center,0,3
K51045,C11849,2025-09-02,Refund Request,Chat,1,4
K51046,C11852,2026-07-04,Membership Points,Social,1,4
K51047,C11854,2025-12-13,Delivery Delay,Email,1,3
K51048,C11856,2026-05-04,Membership Points,Call Center,0,2
K51049,C11861,2025-08-30,Membership Points,Email,1,3
K51050,C11861,2026-01-18,Damaged Item,Social,1,5
K51051,C11862,2026-05-30,App/Website Problem,Call Center,0,2
K51052,C11862,2026-05-30,App/Website Problem,Chat,1,3
K51053,C11864,2026-06-11,Payment Issue,Call Center,1,2
K51054,C11864,2026-03-07,Wrong Item,Email,1,3
K51055,C11865,2025-11-15,App/Website Problem,Chat,1,4
K51056,C11867,2026-05-14,Refund Request,Social,1,4
K51057,C11868,2026-02-20,Refund Request,Email,1,3
K51058,C11868,2025-11-06,Delivery Delay,Email,1,3
K51059,C11868,2025-07-03,Wrong Item,Email,1,5
K51060,C11868,2026-04-11,Wrong Item,Chat,1,4
K51061,C11872,2026-02-23,Delivery Delay,Social,1,4
K51062,C11874,2026-08-10,Payment Issue,Email,1,2
K51063,C11875,2026-03-05,Payment Issue,Email,1,3
K51064,C11879,2026-02-06,Delivery Delay,Social,0,3
K51065,C11880,2026-03-26,App/Website Problem,Social,1,3
K51066,C11881,2026-04-13,Membership Points,Social,1,2
K51067,C11882,2026-07-12,Damaged Item,Chat,1,3
K51068,C11884,2026-01-29,Wrong Item,Social,1,3
K51069,C11885,2026-05-15,Membership Points,Email,0,5
K51070,C11887,2025-04-04,Delivery Delay,Call Center,1,4
K51071,C11890,2025-08-11,Damaged Item,Call Center,1,3
K51072,C11891,2024-12-30,Refund Request,Email,1,3
K51073,C11892,2025-12-20,Payment Issue,Social,1,3
K51074,C11894,2025-08-19,Payment Issue,Call Center,1,5
K51075,C11894,2025-10-13,App/Website Problem,Social,0,3
K51076,C11896,2026-05-15,Delivery Delay,Email,1,2
K51077,C11896,2026-02-18,Wrong Item,Social,1,1
K51078,C11900,2026-02-25,Membership Points,Social,1,3
K51079,C11902,2026-08-07,Membership Points,Social,1,2
K51080,C11904,2026-02-08,Membership Points,Chat,1,4
K51081,C11905,2026-01-05,App/Website Problem,Social,1,2
K51082,C11905,2026-02-08,Membership Points,Call Center,1,5
K51083,C11908,2026-03-03,Delivery Delay,Chat,0,4
K51084,C11911,2026-02-20,Delivery Delay,Chat,1,5
K51085,C11913,2025-03-03,Wrong Item,Email,0,4
K51086,C11914,2024-12-22,Delivery Delay,Call Center,1,4
K51087,C11915,2025-02-09,Membership Points,Call Center,1,4
K51088,C11917,2026-02-09,Delivery Delay,Chat,1,4
K51089,C11919,2025-10-01,Delivery Delay,Social,1,3
K51090,C11920,2025-12-09,Delivery Delay,Chat,1,5
K51091,C11922,2025-02-26,Delivery Delay,Call Center,0,4
K51092,C11922,2026-01-12,Wrong Item,Chat,1,2
K51093,C11923,2025-02-05,Refund Request,Call Center,1,4
K51094,C11923,2025-09-13,Wrong Item,Social,1,4
K51095,C11925,2025-12-05,Damaged Item,Social,1,2
K51096,C11926,2026-04-09,Refund Request,Call Center,0,2
K51097,C11926,2026-04-08,Damaged Item,Social,1,2
K51098,C11926,2026-03-07,Damaged Item,Email,1,3
K51099,C11929,2026-06-08,Payment Issue,Call Center,1,3
K51100,C11930,2026-02-18,Refund Request,Call Center,1,3
K51101,C11931,2025-05-25,Membership Points,Chat,1,3
K51102,C11931,2026-02-19,Damaged Item,Social,0,1
K51103,C11932,2025-08-22,Wrong Item,Call Center,1,2
K51104,C11933,2026-08-01,Refund Request,Email,0,4
K51105,C11935,2026-01-15,Payment Issue,Social,1,4
K51106,C11935,2025-12-26,Damaged Item,Social,1,5
K51107,C11936,2026-04-05,Payment Issue,Social,1,4
K51108,C11937,2025-07-20,Damaged Item,Email,1,4
K51109,C11938,2026-01-01,Payment Issue,Call Center,0,3
K51110,C11938,2025-12-09,Refund Request,Chat,1,2
K51111,C11942,2025-07-24,App/Website Problem,Email,1,3
K51112,C11953,2025-08-02,Delivery Delay,Social,1,3
K51113,C11957,2026-04-29,App/Website Problem,Email,1,4
K51114,C11957,2026-03-17,Wrong Item,Social,1,4
K51115,C11958,2025-11-26,Refund Request,Social,1,4
K51116,C11958,2025-05-27,Delivery Delay,Email,1,3
K51117,C11961,2026-05-14,Refund Request,Social,1,2
K51118,C11962,2024-12-11,Wrong Item,Social,1,5
K51119,C11963,2026-04-30,Refund Request,Email,1,3
K51120,C11963,2026-06-11,Payment Issue,Email,1,4
K51121,C11966,2026-04-17,App/Website Problem,Chat,1,4
K51122,C11966,2025-10-22,Wrong Item,Chat,1,3
K51123,C11967,2025-11-10,App/Website Problem,Call Center,1,4
K51124,C11969,2026-04-04,Wrong Item,Social,1,4
K51125,C11969,2025-07-31,Wrong Item,Email,1,4
K51126,C11976,2026-04-11,Payment Issue,Social,1,2
K51127,C11979,2026-02-14,Payment Issue,Email,1,5
K51128,C11979,2026-01-26,Delivery Delay,Call Center,1,4
K51129,C11980,2025-11-05,Payment Issue,Social,0,4
K51130,C11980,2025-11-08,Delivery Delay,Call Center,0,3
K51131,C11981,2026-04-14,Payment Issue,Chat,0,4
K51132,C11983,2026-04-08,Damaged Item,Call Center,1,3
K51133,C11984,2025-09-10,Wrong Item,Call Center,1,4
K51134,C11987,2026-02-14,Membership Points,Chat,1,3
K51135,C11995,2026-03-05,App/Website Problem,Email,1,4
K51136,C11995,2026-04-04,Membership Points,Chat,1,2
K51137,C11995,2026-03-17,Delivery Delay,Chat,0,2
K51138,C11997,2026-06-11,Delivery Delay,Email,1,4
K51139,C11998,2025-07-24,Refund Request,Chat,1,3
K51140,C11999,2026-02-14,Payment Issue,Email,1,3
K51141,C12000,2025-08-10,Damaged Item,Chat,0,3
K51142,C12000,2026-01-25,Refund Request,Call Center,0,2
K51143,C12001,2026-05-03,Payment Issue,Email,1,3
K51144,C12001,2026-02-27,App/Website Problem,Chat,1,3
K51145,C12005,2025-10-14,Wrong Item,Chat,1,3
K51146,C12013,2026-07-03,Damaged Item,Call Center,0,4
K51147,C12015,2025-11-18,Payment Issue,Email,1,4
K51148,C12018,2025-09-19,App/Website Problem,Social,1,1
K51149,C12022,2026-06-22,Damaged Item,Chat,1,3
K51150,C12022,2026-05-20,Damaged Item,Call Center,1,1
K51151,C12024,2026-07-02,Wrong Item,Chat,1,3
K51152,C12031,2026-06-27,Wrong Item,Email,1,3
K51153,C12031,2026-06-12,Damaged Item,Chat,1,3
K51154,C12032,2026-02-09,App/Website Problem,Chat,1,3
K51155,C12036,2025-10-15,Payment Issue,Chat,1,3
K51156,C12039,2026-04-10,Damaged Item,Email,1,4
K51157,C12039,2025-08-28,Refund Request,Social,0,3
K51158,C12039,2025-05-07,Delivery Delay,Email,1,2
K51159,C12040,2026-04-23,Refund Request,Email,0,5
K51160,C12049,2025-10-25,Payment Issue,Email,1,1
K51161,C12050,2026-04-24,Refund Request,Call Center,1,4
K51162,C12053,2026-04-16,Wrong Item,Chat,0,2
K51163,C12053,2026-02-16,Damaged Item,Social,0,3
K51164,C12053,2026-03-08,Payment Issue,Social,1,1
K51165,C12055,2026-02-15,Delivery Delay,Email,1,5
K51166,C12058,2025-06-26,Damaged Item,Call Center,1,3
K51167,C12058,2026-04-19,Refund Request,Chat,1,3
K51168,C12064,2026-02-06,Membership Points,Social,1,3
K51169,C12064,2026-02-08,Damaged Item,Email,0,2
K51170,C12067,2026-03-03,Damaged Item,Call Center,1,3
K51171,C12067,2026-03-02,Payment Issue,Email,1,3
K51172,C12069,2026-03-08,App/Website Problem,Email,1,4
K51173,C12075,2026-08-11,Membership Points,Chat,1,1
K51174,C12075,2026-08-08,App/Website Problem,Call Center,1,3
K51175,C12077,2025-01-19,Wrong Item,Email,0,3
K51176,C12079,2025-08-26,Delivery Delay,Call Center,1,4
K51177,C12079,2026-02-08,Membership Points,Social,0,3
K51178,C12080,2025-08-21,Refund Request,Chat,1,1
K51179,C12084,2025-09-07,Damaged Item,Email,1,4
K51180,C12087,2025-08-31,Payment Issue,Chat,1,1
K51181,C12089,2025-09-24,App/Website Problem,Email,1,4
K51182,C12090,2026-03-10,Delivery Delay,Social,1,2
K51183,C12091,2025-08-24,App/Website Problem,Social,1,4
K51184,C12094,2026-07-17,App/Website Problem,Chat,0,3
K51185,C12095,2026-03-20,Payment Issue,Chat,1,3
K51186,C12096,2025-10-06,Delivery Delay,Social,1,3
K51187,C12096,2025-10-08,Damaged Item,Chat,1,3
K51188,C12105,2026-03-07,Payment Issue,Call Center,1,4
K51189,C12106,2026-03-17,Delivery Delay,Social,1,3
K51190,C12110,2025-12-22,App/Website Problem,Email,1,2
K51191,C12114,2025-10-02,Payment Issue,Chat,1,3
K51192,C12118,2026-05-08,Wrong Item,Email,0,3
K51193,C12120,2026-05-05,Membership Points,Chat,1,5
K51194,C12121,2025-08-20,Damaged Item,Email,1,2
K51195,C12121,2026-03-24,Delivery Delay,Email,1,2
K51196,C12125,2026-08-23,Payment Issue,Email,0,2
K51197,C12141,2025-10-01,Wrong Item,Social,0,4
K51198,C12141,2025-10-08,Delivery Delay,Social,1,3
K51199,C12146,2024-10-05,App/Website Problem,Call Center,1,2
K51200,C12147,2026-05-11,Damaged Item,Email,1,4
K51201,C12150,2026-03-12,Wrong Item,Chat,0,3
K51202,C12151,2026-06-16,Wrong Item,Chat,1,3
K51203,C12153,2026-05-24,Payment Issue,Call Center,0,3
K51204,C12155,2026-01-03,Delivery Delay,Call Center,1,5
K51205,C12157,2025-07-01,App/Website Problem,Social,1,4
K51206,C12157,2025-06-26,Delivery Delay,Chat,1,4
K51207,C12167,2025-11-28,App/Website Problem,Call Center,1,1
K51208,C12171,2026-08-15,App/Website Problem,Email,1,3
K51209,C12175,2026-07-12,Delivery Delay,Call Center,1,2
K51210,C12178,2026-02-15,Delivery Delay,Call Center,1,3
K51211,C12181,2025-08-28,Membership Points,Call Center,1,3
K51212,C12182,2026-03-04,App/Website Problem,Social,1,4
K51213,C12184,2026-01-22,Refund Request,Social,1,4
K51214,C12188,2025-12-19,Wrong Item,Email,1,3
K51215,C12192,2025-11-01,Refund Request,Call Center,1,1
K51216,C12193,2026-06-13,Payment Issue,Email,1,4
K51217,C12193,2026-04-13,Membership Points,Call Center,1,5
K51218,C12194,2025-09-05,Damaged Item,Email,1,5
K51219,C12194,2025-11-27,Damaged Item,Call Center,1,4
K51220,C12197,2025-11-23,App/Website Problem,Chat,1,2
K51221,C12200,2025-10-21,App/Website Problem,Social,1,4
K51222,C12200,2025-10-30,Payment Issue,Call Center,1,2
K51223,C12201,2025-11-04,Wrong Item,Call Center,1,3
K51224,C12203,2025-12-27,Payment Issue,Social,0,3
K51225,C12203,2026-06-27,App/Website Problem,Chat,1,3
K51226,C12204,2026-05-01,Damaged Item,Chat,1,4
K51227,C12207,2026-03-08,Refund Request,Email,1,1
K51228,C12207,2026-02-09,Damaged Item,Email,1,3
K51229,C12207,2026-02-12,Refund Request,Chat,1,3
K51230,C12209,2026-04-17,Delivery Delay,Chat,1,4
K51231,C12212,2026-05-01,Refund Request,Call Center,1,2
K51232,C12215,2026-07-14,Wrong Item,Email,1,2
K51233,C12217,2025-05-07,Delivery Delay,Email,1,2
K51234,C12220,2025-06-20,Delivery Delay,Chat,1,4
K51235,C12220,2025-10-04,App/Website Problem,Email,1,3
K51236,C12226,2025-08-22,Wrong Item,Email,1,2
K51237,C12231,2025-03-23,Wrong Item,Social,0,4
K51238,C12233,2026-01-17,Membership Points,Social,0,5
K51239,C12233,2026-08-15,Payment Issue,Social,1,3
K51240,C12235,2026-07-12,Wrong Item,Social,0,3
K51241,C12239,2025-10-27,Wrong Item,Chat,0,2
K51242,C12241,2025-05-08,Payment Issue,Social,1,2
K51243,C12243,2025-12-09,Refund Request,Social,1,3
K51244,C12247,2025-05-29,Membership Points,Call Center,1,3
K51245,C12249,2026-04-02,Damaged Item,Call Center,1,3
K51246,C12251,2026-01-03,Delivery Delay,Call Center,1,3
K51247,C12252,2026-04-17,Refund Request,Call Center,1,5
K51248,C12254,2025-11-18,Damaged Item,Call Center,1,3
K51249,C12254,2025-09-07,Refund Request,Social,1,3
K51250,C12255,2026-08-20,Membership Points,Call Center,1,3
K51251,C12258,2025-11-29,Wrong Item,Chat,1,3
K51252,C12260,2025-06-19,Delivery Delay,Email,1,4
K51253,C12263,2026-05-22,Wrong Item,Chat,1,2
K51254,C12264,2026-05-02,Wrong Item,Call Center,0,4
K51255,C12264,2026-04-30,Refund Request,Chat,1,5
K51256,C12265,2026-06-14,Delivery Delay,Chat,1,3
K51257,C12268,2025-06-04,Wrong Item,Social,1,4
K51258,C12271,2025-12-14,Wrong Item,Chat,1,3
K51259,C12271,2025-09-19,Wrong Item,Social,0,2
K51260,C12280,2026-05-18,Refund Request,Social,1,1
K51261,C12282,2026-06-07,Delivery Delay,Social,1,4
K51262,C12286,2025-12-12,Wrong Item,Chat,1,3
K51263,C12290,2026-06-24,Wrong Item,Chat,1,3
K51264,C12293,2026-03-04,App/Website Problem,Call Center,1,2
K51265,C12294,2026-07-24,Delivery Delay,Chat,1,5
K51266,C12295,2026-02-13,Refund Request,Email,1,3
K51267,C12296,2026-02-07,Damaged Item,Call Center,1,4
K51268,C12296,2025-09-10,Payment Issue,Chat,1,3
K51269,C12310,2026-07-03,Membership Points,Chat,1,2
K51270,C12310,2026-06-07,Payment Issue,Chat,0,1
K51271,C12311,2025-10-09,Delivery Delay,Email,0,2
K51272,C12311,2026-02-02,Delivery Delay,Email,1,2
K51273,C12313,2025-12-30,Membership Points,Email,1,4
K51274,C12323,2026-07-07,App/Website Problem,Email,0,5
K51275,C12324,2025-04-29,Refund Request,Social,1,5
K51276,C12325,2026-07-21,Membership Points,Email,1,3
K51277,C12330,2026-01-18,Refund Request,Call Center,1,5
K51278,C12330,2026-08-29,Refund Request,Chat,1,3
K51279,C12332,2026-01-17,Wrong Item,Chat,1,3
K51280,C12335,2026-05-04,Wrong Item,Chat,0,3
K51281,C12335,2026-03-31,App/Website Problem,Social,1,3
K51282,C12337,2026-06-04,Payment Issue,Call Center,1,4
K51283,C12338,2025-09-30,Delivery Delay,Call Center,1,3
K51284,C12340,2026-07-30,Payment Issue,Email,0,4
K51285,C12341,2025-07-30,App/Website Problem,Email,1,3
K51286,C12343,2026-04-26,Payment Issue,Social,1,3
K51287,C12345,2026-05-07,Payment Issue,Email,1,4
K51288,C12347,2025-08-26,Delivery Delay,Chat,1,3
K51289,C12350,2026-01-23,Payment Issue,Chat,0,2
K51290,C12351,2026-04-14,App/Website Problem,Call Center,0,2
K51291,C12351,2026-03-31,App/Website Problem,Chat,1,1
K51292,C12351,2026-03-24,Refund Request,Call Center,1,2
K51293,C12352,2025-05-16,Membership Points,Social,0,4
K51294,C12353,2026-08-07,Refund Request,Chat,1,4
K51295,C12359,2025-11-29,Refund Request,Email,1,5
K51296,C12361,2025-09-15,Damaged Item,Social,1,5
K51297,C12363,2025-09-20,Wrong Item,Email,1,2
K51298,C12363,2026-03-25,Membership Points,Chat,1,5
K51299,C12365,2026-04-03,Payment Issue,Chat,1,3
K51300,C12365,2025-03-16,Payment Issue,Social,1,4
K51301,C12366,2026-07-06,Membership Points,Call Center,1,4
K51302,C12367,2025-12-08,Membership Points,Email,1,4
K51303,C12368,2025-12-01,Wrong Item,Call Center,1,3
K51304,C12368,2026-03-29,Damaged Item,Call Center,1,2
K51305,C12369,2026-05-13,Refund Request,Chat,0,3
K51306,C12370,2025-08-31,Delivery Delay,Social,1,1
K51307,C12371,2025-08-03,Payment Issue,Call Center,0,3
K51308,C12377,2025-04-28,Refund Request,Email,1,3
K51309,C12379,2025-10-23,Membership Points,Email,1,4
K51310,C12381,2026-02-22,Delivery Delay,Chat,0,3
K51311,C12389,2026-06-30,Delivery Delay,Social,1,3
K51312,C12390,2025-12-26,App/Website Problem,Call Center,1,4
K51313,C12393,2025-09-06,Refund Request,Chat,0,2
K51314,C12396,2026-01-19,Payment Issue,Social,1,3
K51315,C12397,2026-06-17,Delivery Delay,Chat,1,3
K51316,C12399,2026-05-09,Payment Issue,Social,1,3
K51317,C12405,2025-06-01,Damaged Item,Email,1,4
K51318,C12406,2025-12-09,App/Website Problem,Chat,1,3
K51319,C12407,2025-02-11,Delivery Delay,Call Center,1,3
K51320,C12409,2026-02-18,Damaged Item,Call Center,0,2
K51321,C12413,2025-05-20,App/Website Problem,Call Center,1,3
K51322,C12413,2026-03-11,Damaged Item,Chat,1,4
K51323,C12414,2026-05-26,Membership Points,Chat,1,2
K51324,C12415,2026-03-13,Wrong Item,Call Center,1,2
K51325,C12415,2026-03-12,Wrong Item,Social,0,4
K51326,C12415,2026-04-26,Membership Points,Email,1,1
K51327,C12416,2026-08-11,Payment Issue,Social,1,3
K51328,C12418,2025-11-04,Delivery Delay,Chat,1,1
K51329,C12420,2025-03-05,Refund Request,Social,1,3
K51330,C12420,2026-01-05,Refund Request,Chat,1,3
K51331,C12420,2025-07-30,Membership Points,Email,1,4
K51332,C12420,2026-01-20,Delivery Delay,Social,1,3
K51333,C12421,2025-11-21,App/Website Problem,Call Center,1,4
K51334,C12424,2026-02-19,Wrong Item,Chat,1,4
K51335,C12426,2026-03-17,Membership Points,Call Center,1,2
K51336,C12426,2026-02-02,Wrong Item,Social,1,3
K51337,C12430,2025-08-20,Wrong Item,Email,0,3
K51338,C12436,2025-12-25,Membership Points,Call Center,1,2
K51339,C12436,2026-01-30,Membership Points,Social,1,3
K51340,C12440,2026-07-31,Membership Points,Email,1,4
K51341,C12441,2026-08-05,App/Website Problem,Social,1,4
K51342,C12442,2025-08-05,Wrong Item,Social,1,4
K51343,C12445,2025-12-09,Wrong Item,Call Center,0,3
K51344,C12445,2025-12-04,Membership Points,Social,1,3
K51345,C12448,2026-03-04,Refund Request,Email,1,5
K51346,C12449,2026-04-10,Payment Issue,Chat,1,4
K51347,C12449,2026-06-26,Wrong Item,Social,0,3
K51348,C12451,2026-01-11,Damaged Item,Call Center,0,4
K51349,C12452,2025-12-27,Payment Issue,Chat,0,1
K51350,C12455,2026-07-08,Membership Points,Chat,1,3
K51351,C12457,2026-05-19,Refund Request,Email,1,4
K51352,C12458,2026-02-11,Refund Request,Chat,0,3
K51353,C12459,2025-06-04,Delivery Delay,Email,1,5
K51354,C12460,2025-07-31,Payment Issue,Email,1,2
K51355,C12462,2025-09-02,App/Website Problem,Chat,1,2
K51356,C12469,2026-06-08,Refund Request,Chat,1,4
K51357,C12470,2026-01-24,Refund Request,Call Center,1,3
K51358,C12473,2026-07-11,Refund Request,Social,1,3
K51359,C12474,2026-03-14,Membership Points,Email,1,5
K51360,C12477,2026-06-10,Wrong Item,Chat,1,1
K51361,C12481,2025-03-03,Delivery Delay,Email,1,3
K51362,C12486,2025-12-10,App/Website Problem,Email,1,3
K51363,C12491,2026-04-10,App/Website Problem,Social,1,2
K51364,C12492,2025-08-28,Payment Issue,Chat,1,4
K51365,C12492,2025-03-31,Delivery Delay,Social,1,5
K51366,C12498,2025-04-27,App/Website Problem,Chat,1,4
K51367,C12498,2025-03-07,Payment Issue,Social,1,4
K51368,C12499,2025-09-23,Payment Issue,Chat,1,2
K51369,C12500,2026-03-18,Delivery Delay,Email,0,2
K51370,C12502,2025-06-04,Damaged Item,Email,1,4
K51371,C12503,2025-03-14,Payment Issue,Call Center,1,4
K51372,C12503,2025-05-16,Delivery Delay,Chat,1,5
K51373,C12509,2026-01-01,Payment Issue,Call Center,1,5
K51374,C12509,2026-07-07,Refund Request,Email,1,3
K51375,C12512,2026-02-09,Membership Points,Chat,0,2
K51376,C12514,2026-06-12,Delivery Delay,Call Center,1,3
K51377,C12519,2025-12-06,Wrong Item,Chat,0,4
K51378,C12523,2026-02-23,Refund Request,Social,1,3
K51379,C12523,2026-04-07,Payment Issue,Call Center,0,5
K51380,C12523,2026-03-08,Membership Points,Email,0,1
K51381,C12528,2025-11-19,Wrong Item,Chat,1,2
K51382,C12528,2026-01-05,Delivery Delay,Chat,1,4
K51383,C12529,2025-06-01,Membership Points,Chat,1,4
K51384,C12531,2025-11-22,App/Website Problem,Call Center,1,3
K51385,C12531,2026-03-07,Delivery Delay,Call Center,0,3
K51386,C12532,2024-11-28,App/Website Problem,Social,1,5
K51387,C12533,2026-05-06,Damaged Item,Chat,1,4
K51388,C12535,2025-08-08,Damaged Item,Email,1,3
K51389,C12538,2026-07-31,Wrong Item,Email,1,4
K51390,C12540,2026-04-20,Delivery Delay,Email,1,3
K51391,C12542,2026-03-18,App/Website Problem,Call Center,1,2
K51392,C12546,2024-11-09,Delivery Delay,Social,1,4
K51393,C12546,2025-02-23,Delivery Delay,Call Center,1,2
K51394,C12547,2025-06-12,Wrong Item,Social,0,3
K51395,C12554,2026-06-27,Membership Points,Social,0,2
K51396,C12555,2026-07-03,Refund Request,Chat,1,2
K51397,C12556,2026-03-05,Refund Request,Call Center,1,3
K51398,C12557,2026-06-05,Delivery Delay,Chat,1,3
K51399,C12558,2026-06-01,App/Website Problem,Call Center,1,3
K51400,C12562,2025-06-17,Refund Request,Email,1,2
K51401,C12563,2025-02-11,Payment Issue,Email,1,5
K51402,C12565,2026-07-07,Wrong Item,Chat,1,3
K51403,C12565,2026-06-28,Payment Issue,Call Center,1,5
K51404,C12567,2026-05-06,Membership Points,Chat,1,4
K51405,C12570,2026-02-16,Refund Request,Chat,1,2
